Price,Journey_day,Journey_month,Dep_hour,Dep_min,Arr_hour,Arr_min,Duration_hrs,Duration_mins,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi,Stops
6442,3,6,11,55,22,30,10,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
11762,9,3,7,5,19,15,36,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
4174,24,4,9,0,11,25,2,25,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4804,18,6,4,40,7,15,2,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13377,6,6,14,0,1,30,11,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
7229,1,4,11,10,14,5,2,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8855,15,3,22,20,1,10,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7741,27,6,10,20,19,15,8,55,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
22270,1,3,8,0,13,15,5,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7740,3,6,8,45,21,0,12,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
14960,9,6,9,50,12,30,26,40,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
12032,27,3,9,55,18,50,8,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
5462,6,3,21,5,22,25,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
12347,21,3,19,45,18,50,23,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3145,27,3,11,40,13,55,2,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7832,21,3,11,40,20,20,8,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4804,21,6,15,15,17,45,2,30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10482,9,3,2,5,7,10,5,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
12373,18,5,11,30,4,25,16,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
10478,3,3,7,5,22,20,15,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
13029,18,5,9,40,4,25,18,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
6482,21,3,12,30,9,25,20,55,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
15554,18,5,9,0,19,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
11789,12,6,8,45,19,0,10,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
9413,24,3,14,30,20,10,5,40,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
7662,9,6,16,45,21,5,28,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
7888,21,5,19,0,1,30,6,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
5192,15,5,7,35,23,30,15,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6007,24,6,10,20,21,0,10,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
12898,27,5,10,0,12,35,26,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
11885,18,3,8,50,10,35,25,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
14360,24,3,17,0,22,55,5,55,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
14330,12,5,16,45,12,30,19,45,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
6076,27,3,13,5,22,20,9,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
4622,1,3,6,55,9,35,2,40,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
14388,9,5,21,10,8,15,11,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
9794,21,5,8,45,19,0,10,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
4804,3,6,15,15,17,45,2,30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9663,9,5,21,10,4,40,7,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5842,9,5,7,25,13,35,6,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
15603,3,3,7,0,15,30,8,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
5618,3,3,22,10,0,55,2,45,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6565,3,3,14,20,16,55,2,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5221,15,4,17,55,22,50,4,55,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
10368,27,6,9,40,19,0,9,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
7480,24,6,20,40,9,25,12,45,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
13882,12,6,11,45,12,35,24,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
6442,24,6,6,50,16,10,9,20,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
4823,24,6,7,10,10,5,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3873,21,5,17,10,19,40,2,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
12121,1,5,17,0,10,55,17,55,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4423,27,4,10,10,13,0,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5510,24,6,14,15,16,45,2,30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7229,6,4,8,20,11,20,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10577,9,6,19,45,12,35,16,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
8040,27,3,10,20,11,50,1,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
14714,3,6,13,0,19,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
7229,9,6,6,0,8,45,2,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6653,21,3,7,5,21,20,14,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
6442,24,6,5,5,16,10,11,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
4804,12,5,21,25,0,5,2,40,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9417,9,5,13,15,9,25,20,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
10844,24,5,18,55,19,50,24,55,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
7229,12,5,17,45,20,45,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15400,6,3,9,0,18,50,9,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
6416,15,6,8,30,21,0,12,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
5176,3,4,13,20,16,10,2,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9264,21,3,16,0,1,35,9,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
13587,6,6,9,0,21,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3597,1,5,8,20,10,35,2,15,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
4282,27,4,4,55,7,45,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4995,27,6,7,5,8,30,1,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4804,1,6,20,20,22,55,2,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10844,6,5,6,30,16,20,9,50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
14714,1,6,21,50,12,35,14,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
14571,6,6,21,10,9,20,12,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
7832,21,3,11,40,11,25,23,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
11467,1,4,20,25,18,0,21,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
10953,9,5,17,0,10,55,17,55,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4148,9,3,20,25,23,5,2,40,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3873,9,5,9,0,11,25,2,25,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3943,27,4,22,10,1,0,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6151,27,3,16,45,22,15,5,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
12080,12,3,8,45,22,55,14,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
13584,9,5,20,0,10,5,14,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6979,6,5,11,25,1,30,14,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
4482,9,3,23,25,2,10,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6284,1,4,18,5,23,30,5,25,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4226,24,5,19,35,23,15,3,40,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6442,9,3,6,40,16,10,9,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
12373,18,5,19,45,4,25,8,40,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
11297,12,3,5,50,15,0,9,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
14083,24,5,10,0,1,20,15,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
7202,3,6,11,0,14,15,3,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
11667,21,3,9,0,18,50,9,50,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
10844,24,5,18,55,18,15,23,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5932,15,3,11,50,8,55,21,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
9001,24,6,8,45,19,15,10,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
13469,6,6,17,0,23,35,6,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2227,15,6,21,20,22,50,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5636,15,5,7,15,12,30,5,15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
15965,6,6,15,5,1,30,10,25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
5054,24,6,20,25,1,30,5,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
5999,21,3,7,10,16,10,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
4823,1,5,7,10,10,5,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8479,12,6,11,35,18,50,7,15,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
8452,15,5,7,10,22,40,15,30,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
14924,3,6,8,0,19,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
10441,3,6,19,45,19,15,23,30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
7485,21,5,6,0,21,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
6478,6,6,8,20,11,20,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15129,27,5,13,25,19,0,29,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
3809,1,5,19,20,23,45,4,25,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
18581,24,6,8,0,19,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
5224,9,6,22,15,0,50,2,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8330,9,5,17,10,1,30,8,20,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
6961,9,6,10,0,12,45,2,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10262,9,6,8,0,19,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2754,21,6,2,35,4,5,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
13727,18,5,15,0,1,30,10,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3898,27,4,20,55,23,40,2,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11087,12,3,22,55,12,25,13,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3383,6,4,23,55,2,45,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12557,21,3,17,30,18,50,25,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
8273,21,3,6,20,4,25,22,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
9736,12,3,10,5,19,10,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
10262,24,6,17,30,19,0,25,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
11664,9,4,5,30,19,0,13,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
4591,1,5,23,30,2,20,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13502,18,3,14,5,19,10,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8372,27,6,13,0,19,15,6,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
6121,21,4,6,10,8,55,2,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5613,21,3,16,0,18,35,2,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5298,6,4,6,50,12,10,5,20,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
15764,9,3,2,15,19,45,17,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
6253,15,6,7,55,22,25,14,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
8586,18,5,5,45,12,0,6,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12273,27,3,6,20,4,25,22,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
2227,15,5,21,20,22,50,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5769,12,6,19,50,22,50,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6216,18,4,14,40,17,50,3,10,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
6386,3,6,2,0,7,45,5,45,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
16108,1,6,10,0,19,15,9,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3873,24,5,22,20,0,40,2,20,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6270,9,4,10,35,1,30,14,55,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
5911,12,4,21,5,23,55,2,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15077,6,3,9,10,19,15,10,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
31825,1,3,20,35,11,25,14,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8479,6,5,11,35,18,50,7,15,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
9397,12,5,7,10,9,5,25,55,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
10262,3,6,9,0,12,35,27,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
4729,3,4,5,35,8,50,3,15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
14714,1,6,17,30,19,0,25,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
4804,15,5,17,15,19,50,2,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4804,3,6,20,25,23,10,2,45,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2050,1,4,21,5,22,25,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
8371,27,3,7,30,19,15,11,45,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
12192,27,6,10,0,19,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
14629,21,3,6,0,18,50,12,50,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
4823,9,4,18,25,21,20,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14323,9,5,13,0,19,15,6,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
15129,9,5,13,25,12,35,23,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
6758,18,5,6,40,21,0,14,20,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
14848,21,5,9,0,19,15,10,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
12358,3,3,6,45,10,35,27,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
4030,21,5,18,55,22,0,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4960,9,3,14,15,16,45,2,30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8656,27,3,16,40,19,15,26,35,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
14871,6,3,9,10,21,0,11,50,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
4563,27,3,6,0,13,20,7,20,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
4784,6,3,21,20,22,45,1,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4823,1,6,20,0,22,50,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3687,3,5,7,5,9,20,2,15,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
7229,27,4,15,15,18,10,2,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7229,15,4,7,10,10,10,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7174,21,4,6,10,23,0,16,50,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
11071,21,3,6,50,7,40,24,50,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
6979,15,5,4,55,21,0,16,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3850,15,5,7,55,10,15,2,20,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
13044,12,6,20,0,9,20,13,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12373,18,5,20,55,4,25,7,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
13801,18,5,13,20,7,40,18,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
4823,1,6,8,30,11,20,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6587,9,6,5,15,6,50,25,35,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2227,3,6,20,5,21,40,1,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
14151,9,6,17,0,14,25,21,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
25430,1,3,8,50,23,25,38,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
4319,27,6,21,10,0,5,2,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
14462,3,3,4,0,7,40,27,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
8586,21,5,6,30,10,5,27,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
7662,9,6,9,50,21,5,11,15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4995,3,5,7,5,8,30,1,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7408,9,6,9,0,21,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
5678,15,3,19,35,21,5,1,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5678,9,6,19,35,21,5,1,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
26890,1,3,8,55,0,45,15,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
13904,6,3,6,0,19,25,37,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
15318,1,6,20,0,4,25,8,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
8452,15,5,20,20,22,40,26,20,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
6314,9,6,10,35,21,0,10,25,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
10203,1,5,10,0,20,25,10,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3597,15,6,8,20,10,35,2,15,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
8266,12,6,10,20,19,15,8,55,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
12373,18,5,21,50,12,35,14,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
36235,1,3,14,5,21,20,7,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
14871,3,3,8,25,21,0,12,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
7229,12,4,17,45,20,45,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4804,24,4,22,15,0,50,2,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7303,3,3,20,0,22,55,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13587,1,6,11,30,21,0,9,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
7740,18,5,14,55,22,30,7,35,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
7295,1,3,14,40,17,5,2,25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
18916,3,3,18,15,1,35,7,20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
8266,21,5,12,50,19,15,6,25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
12373,18,5,2,15,4,25,26,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
11188,18,5,13,15,22,30,9,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
14151,18,5,9,35,18,0,8,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
14714,1,6,8,0,19,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
7229,6,4,7,10,10,10,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12242,27,3,9,0,4,25,19,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
9134,15,3,7,0,12,25,5,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3943,1,5,22,10,1,0,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6961,1,6,10,0,12,45,2,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23843,12,3,8,15,16,35,8,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
3597,24,5,9,45,12,0,2,15,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
